Mode,Mois,Année,Service,Aéroport d'origine,Aéroport de destination,Compagnie,Nbre mensuel de vols programmés par la Cie sur la relation,Nbre mensuel de vols assurés par la Cie sur la relation,Part (%) de vols assurés par la Cie sur la relation (mois),Nbre mensuel de vols annulés par la Cie sur la relation,Part (%) des vols annulés par la Cie sur la relation (mois),Part (%) de la Cie dans les vols en retard à l'arrivée sur la relation (mois),Part (%) des vols exploités par la Cie en retard à l'arrivée sur la relation (mois),Retard mensuel moyen à l'arrivée des vols exploités par la Cie sur la relation (min),Code Cie,Code Aero Départ,Code Aero Destination,retards moyennés sur tous les vols de la liaison - compagnie à l'arrivée
Avion,11,2018,International,MADRID,PARIS-CDG,EASYJET R-U,22,22,7.7,0,0,0,0,,EZY,LEMD,LFPG,1
Avion,11,2018,International,MADRID,PARIS-CDG,IBERIA EXPRESS,60,60,21,0,0,20,10,26,IBS,LEMD,LFPG,4
Avion,11,2018,International,MADRID,PARIS-CDG,VUELING AIRLINES,30,30,10.5,0,0,16.7,16.7,48,VLG,LEMD,LFPG,9
Avion,12,2018,International,MADRID,PARIS-CDG,AIR FRANCE,177,177,59.6,0,0,64.7,12.4,30,AFR,LEMD,LFPG,5
Avion,12,2018,International,MADRID,PARIS-CDG,EASYJET R-U,26,26,8.8,0,0,8.8,11.5,53,EZY,LEMD,LFPG,9
Avion,12,2018,International,MADRID,PARIS-CDG,IBERIA EXPRESS,62,62,20.9,0,0,11.8,6.5,41,IBS,LEMD,LFPG,4
Avion,12,2018,International,MADRID,PARIS-CDG,VUELING AIRLINES,32,32,10.8,0,0,14.7,15.6,49,VLG,LEMD,LFPG,10
Avion,1,2019,International,MADRID,PARIS-CDG,AIR FRANCE,176,176,60.3,0,0,64.7,18.8,53,AFR,LEMD,LFPG,12
Avion,1,2019,International,MADRID,PARIS-CDG,EASYJET R-U,23,23,7.9,0,0,5.9,13,44,EZY,LEMD,LFPG,6
Avion,1,2019,International,MADRID,PARIS-CDG,IBERIA EXPRESS,62,62,21.2,0,0,13.7,11.3,23,IBS,LEMD,LFPG,6
Avion,1,2019,International,MADRID,PARIS-CDG,VUELING AIRLINES,31,31,10.6,0,0,15.7,25.8,24,VLG,LEMD,LFPG,9
Avion,2,2019,International,MADRID,PARIS-CDG,AIR FRANCE,162,162,60.7,0,0,72.4,13,43,AFR,LEMD,LFPG,7
Avion,2,2019,International,MADRID,PARIS-CDG,EASYJET R-U,24,24,9,0,0,17.2,20.8,35,EZY,LEMD,LFPG,7
Avion,2,2019,International,MADRID,PARIS-CDG,IBERIA EXPRESS,56,56,21,0,0,10.3,5.4,24,IBS,LEMD,LFPG,3
Avion,2,2019,International,MADRID,PARIS-CDG,VUELING AIRLINES,25,25,9.4,0,0,0,0,,VLG,LEMD,LFPG,2
Avion,3,2019,International,MADRID,PARIS-CDG,AIR FRANCE,178,178,58.8,0,0,53.7,24.7,41,AFR,LEMD,LFPG,12
Avion,3,2019,International,MADRID,PARIS-CDG,EASYJET R-U,31,31,10.2,0,0,14.6,38.7,35,EZY,LEMD,LFPG,16
Avion,3,2019,International,MADRID,PARIS-CDG,IBERIA EXPRESS,62,62,20.5,0,0,20.7,27.4,35,IBS,LEMD,LFPG,12
Avion,3,2019,International,MADRID,PARIS-CDG,VUELING AIRLINES,32,32,10.6,0,0,11,28.1,33,VLG,LEMD,LFPG,11
Avion,4,2019,International,MADRID,PARIS-CDG,AIR FRANCE,179,179,58.3,0,0,62.8,17.9,37,AFR,LEMD,LFPG,8
Avion,4,2019,International,MADRID,PARIS-CDG,EASYJET R-U,30,30,9.8,0,0,19.6,33.3,82,EZY,LEMD,LFPG,29
Avion,4,2019,International,MADRID,PARIS-CDG,IBERIA EXPRESS,60,60,19.5,0,0,9.8,8.3,35,IBS,LEMD,LFPG,5
Avion,4,2019,International,MADRID,PARIS-CDG,VUELING AIRLINES,38,38,12.4,0,0,7.8,10.5,88,VLG,LEMD,LFPG,12
Avion,5,2019,International,MADRID,PARIS-CDG,AIR FRANCE,125,125,39.6,0,0,34,14.4,36,AFR,LEMD,LFPG,7
Avion,5,2019,International,MADRID,PARIS-CDG,EASYJET R-U,31,31,9.8,0,0,32.1,54.8,53,EZY,LEMD,LFPG,30
Avion,5,2019,International,MADRID,PARIS-CDG,IBERIA EXPRESS,62,62,19.6,0,0,13.2,11.3,24,IBS,LEMD,LFPG,6
Avion,5,2019,International,MADRID,PARIS-CDG,JOON,60,60,19,0,0,15.1,13.3,51,JON,LEMD,LFPG,10
Avion,5,2019,International,MADRID,PARIS-CDG,VUELING AIRLINES,39,38,12,1,2.6,5.7,7.9,88,VLG,LEMD,LFPG,9
Avion,6,2019,International,MADRID,PARIS-CDG,AIR FRANCE,127,127,42.8,0,0,35,16.5,37,AFR,LEMD,LFPG,9
Avion,6,2019,International,MADRID,PARIS-CDG,EASYJET,27,26,8.8,1,3.7,25,57.7,56,EZY,LEMD,LFPG,34
Avion,6,2019,International,MADRID,PARIS-CDG,IBERIA EXPRESS,60,60,20.2,0,0,13.3,13.3,35,IBS,LEMD,LFPG,7
Avion,6,2019,International,MADRID,PARIS-CDG,JOON,52,52,17.5,0,0,21.7,25,36,JON,LEMD,LFPG,10
Avion,6,2019,International,MADRID,PARIS-CDG,VUELING AIRLINES,32,32,10.8,0,0,5,9.4,39,VLG,LEMD,LFPG,5
Avion,7,2019,International,MADRID,PARIS-CDG,AIR FRANCE,186,186,62.6,0,0,60.8,16.7,47,AFR,LEMD,LFPG,9
Avion,7,2019,International,MADRID,PARIS-CDG,EASYJET,18,18,6.1,0,0,21.6,61.1,43,EZY,LEMD,LFPG,29
Avion,7,2019,International,MADRID,PARIS-CDG,IBERIA EXPRESS,62,62,20.9,0,0,13.7,11.3,30,IBS,LEMD,LFPG,4
Avion,7,2019,International,MADRID,PARIS-CDG,VUELING AIRLINES,31,31,10.4,0,0,3.9,6.5,33,VLG,LEMD,LFPG,3
Avion,8,2019,International,MADRID,PARIS-CDG,AIR FRANCE,186,186,63.1,0,0,68.1,17.2,43,AFR,LEMD,LFPG,9
Avion,8,2019,International,MADRID,PARIS-CDG,EASYJET,17,16,5.4,1,5.9,10.6,31.3,77,EZY,LEMD,LFPG,27
Avion,8,2019,International,MADRID,PARIS-CDG,IBERIA EXPRESS,62,62,21,0,0,12.8,9.7,29,IBS,LEMD,LFPG,6
Avion,8,2019,International,MADRID,PARIS-CDG,VUELING AIRLINES,31,31,10.5,0,0,8.5,12.9,38,VLG,LEMD,LFPG,6
Avion,9,2019,International,MADRID,PARIS-CDG,AIR FRANCE,179,179,59.1,0,0,51.7,16.8,31,AFR,LEMD,LFPG,7
Avion,9,2019,International,MADRID,PARIS-CDG,EASYJET,30,29,9.6,1,3.3,29.3,58.6,48,EZY,LEMD,LFPG,28
Avion,9,2019,International,MADRID,PARIS-CDG,IBERIA EXPRESS,60,60,19.8,0,0,8.6,8.3,57,IBS,LEMD,LFPG,8
Avion,9,2019,International,MADRID,PARIS-CDG,VUELING AIRLINES,35,35,11.6,0,0,10.3,17.1,53,VLG,LEMD,LFPG,11
Avion,10,2018,International,MADRID,PARIS-ORLY,AIR EUROPA,116,116,30.13,0,0,53.49,19.83,34,AEA,LEMD,LFPO,9
Avion,10,2018,International,MADRID,PARIS-ORLY,IBERIA,176,176,45.71,0,0,37.21,9.09,33,IBE,LEMD,LFPO,5
Avion,10,2018,International,MADRID,PARIS-ORLY,TRANSAVIA FRANCE,93,93,24.16,0,0,9.3,4.3,30,TVF,LEMD,LFPO,3
Avion,11,2018,International,MADRID,PARIS-ORLY,AIR EUROPA,111,111,32.5,0,0,41.9,11.7,35,AEA,LEMD,LFPO,5
Avion,11,2018,International,MADRID,PARIS-ORLY,IBERIA,164,164,48,0,0,35.5,6.7,42,IBE,LEMD,LFPO,4
Avion,11,2018,International,MADRID,PARIS-ORLY,TRANSAVIA FRANCE,67,67,19.6,0,0,22.6,10.5,41,TVF,LEMD,LFPO,5
Avion,12,2018,International,MADRID,PARIS-ORLY,AIR EUROPA,115,115,34,0,0,29.1,13.9,48,AEA,LEMD,LFPO,9
Avion,12,2018,International,MADRID,PARIS-ORLY,IBERIA,158,157,46.5,1,0.6000000000000001,29.1,10.2,32,IBE,LEMD,LFPO,5
Avion,12,2018,International,MADRID,PARIS-ORLY,TRANSAVIA FRANCE,66,66,19.5,0,0,41.8,34.9,52,TVF,LEMD,LFPO,20
Avion,1,2019,International,MADRID,PARIS-ORLY,AIR EUROPA,116,116,36,0,0,41.5,19,27,AEA,LEMD,LFPO,8
Avion,1,2019,International,MADRID,PARIS-ORLY,IBERIA,150,150,46.6,0,0,35.9,12.7,35,IBE,LEMD,LFPO,6
Avion,1,2019,International,MADRID,PARIS-ORLY,TRANSAVIA FRANCE,56,56,17.4,0,0,22.6,21.4,41,TVF,LEMD,LFPO,10
Avion,2,2019,International,MADRID,PARIS-ORLY,AIR EUROPA,103,103,32.8,0,0,39.3,10.7,37,AEA,LEMD,LFPO,5
Avion,2,2019,International,MADRID,PARIS-ORLY,IBERIA,146,146,46.5,0,0,25,4.8,35,IBE,LEMD,LFPO,3
Avion,2,2019,International,MADRID,PARIS-ORLY,TRANSAVIA FRANCE,65,65,20.7,0,0,35.7,15.4,32,TVF,LEMD,LFPO,6
Avion,3,2019,International,MADRID,PARIS-ORLY,AIR EUROPA,114,114,32.4,0,0,29.6,18.4,36,AEA,LEMD,LFPO,8
Avion,3,2019,International,MADRID,PARIS-ORLY,IBERIA,165,163,46.3,2,1.2,43.7,19,38,IBE,LEMD,LFPO,9
Avion,3,2019,International,MADRID,PARIS-ORLY,TRANSAVIA FRANCE,75,75,21.3,0,0,26.8,25.3,33,TVF,LEMD,LFPO,10
Avion,4,2019,International,MADRID,PARIS-ORLY,AIR EUROPA,113,112,31,1,0.9,32.7,16.1,41,AEA,LEMD,LFPO,9
Avion,4,2019,International,MADRID,PARIS-ORLY,IBERIA,158,158,43.8,0,0,30.9,10.8,29,IBE,LEMD,LFPO,5
Avion,4,2019,International,MADRID,PARIS-ORLY,TRANSAVIA FRANCE,91,91,25.2,0,0,36.4,22,44,TVF,LEMD,LFPO,11
Avion,5,2019,International,MADRID,PARIS-ORLY,AIR EUROPA,115,113,30.5,2,1.7000000000000002,37.1,20.4,56,AEA,LEMD,LFPO,14
Avion,5,2019,International,MADRID,PARIS-ORLY,IBERIA,165,165,44.5,0,0,41.9,15.8,36,IBE,LEMD,LFPO,9
Avion,5,2019,International,MADRID,PARIS-ORLY,TRANSAVIA FRANCE,93,93,25.1,0,0,21,14,65,TVF,LEMD,LFPO,10
Avion,6,2019,International,MADRID,PARIS-ORLY,AIR EUROPA,112,111,31.7,1,0.9,39.3,19.8,52,AEA,LEMD,LFPO,12
Avion,6,2019,International,MADRID,PARIS-ORLY,IBERIA,165,165,47.1,0,0,26.8,9.1,26,IBE,LEMD,LFPO,5
Avion,6,2019,International,MADRID,PARIS-ORLY,TRANSAVIA FRANCE,75,74,21.1,1,1.3,33.9,25.7,57,TVF,LEMD,LFPO,17
Avion,7,2019,International,MADRID,PARIS-ORLY,AIR EUROPA,113,113,34.5,0,0,38.6,23.9,47,AEA,LEMD,LFPO,13
Avion,7,2019,International,MADRID,PARIS-ORLY,IBERIA,174,173,52.7,1,0.6000000000000001,41.4,16.8,34,IBE,LEMD,LFPO,8
Avion,7,2019,International,MADRID,PARIS-ORLY,TRANSAVIA FRANCE,42,42,12.8,0,0,20,33.3,38,TVF,LEMD,LFPO,13
Avion,8,2019,International,MADRID,PARIS-ORLY,AIR EUROPA,94,93,30.3,1,1.1,26.8,20.4,45,AEA,LEMD,LFPO,11
Avion,8,2019,International,MADRID,PARIS-ORLY,IBERIA,171,171,55.7,0,0,46.5,19.3,27,IBE,LEMD,LFPO,8
Avion,8,2019,International,MADRID,PARIS-ORLY,TRANSAVIA FRANCE,46,43,14,3,6.5,26.8,44.2,35,TVF,LEMD,LFPO,17
Avion,9,2019,International,MADRID,PARIS-ORLY,AIR EUROPA,102,102,29.1,0,0,32,23.5,58,AEA,LEMD,LFPO,16
Avion,9,2019,International,MADRID,PARIS-ORLY,IBERIA,162,161,45.9,1,0.6000000000000001,40,18.6,28,IBE,LEMD,LFPO,9
Avion,9,2019,International,MADRID,PARIS-ORLY,TRANSAVIA FRANCE,88,88,25.1,0,0,28,23.9,42,TVF,LEMD,LFPO,12
Avion,10,2018,International,MADRID,TOULOUSE,AIR NOSTRUM,121,121,72.46,0,0,76.92,24.79,41,ANE,LEMD,LFBO,12
Avion,10,2018,International,MADRID,TOULOUSE,IBERIA EXPRESS,4,4,2.4,0,0,2.56,25,30,IBS,LEMD,LFBO,8
Avion,10,2018,International,MADRID,TOULOUSE,RYANAIR,42,42,25.15,0,0,20.51,19.05,35,RYR,LEMD,LFBO,9
Avion,11,2018,International,MADRID,TOULOUSE,AIR NOSTRUM,102,102,63,0,0,70.6,11.8,24,ANE,LEMD,LFBO,5
Avion,11,2018,International,MADRID,TOULOUSE,IBERIA EXPRESS,30,30,18.5,0,0,23.5,13.3,39,IBS,LEMD,LFBO,6
Avion,11,2018,International,MADRID,TOULOUSE,RYANAIR,30,30,18.5,0,0,5.9,3.3,19,RYR,LEMD,LFBO,2
Avion,12,2018,International,MADRID,TOULOUSE,AIR NOSTRUM,109,109,64.5,0,0,90.9,27.5,31,ANE,LEMD,LFBO,10
Avion,12,2018,International,MADRID,TOULOUSE,IBERIA EXPRESS,31,31,18.3,0,0,3,3.2,81,IBS,LEMD,LFBO,3
Avion,12,2018,International,MADRID,TOULOUSE,RYANAIR,29,29,17.2,0,0,6.1,6.9,17,RYR,LEMD,LFBO,2
Avion,1,2019,International,MADRID,TOULOUSE,AIR NOSTRUM,111,111,64.5,0,0,87.5,12.6,27,ANE,LEMD,LFBO,6
Avion,1,2019,International,MADRID,TOULOUSE,IBERIA EXPRESS,31,31,18,0,0,0,0,,IBS,LEMD,LFBO,0
Avion,1,2019,International,MADRID,TOULOUSE,RYANAIR,30,30,17.4,0,0,12.5,6.7,19,RYR,LEMD,LFBO,4
Avion,2,2019,International,MADRID,TOULOUSE,AIR NOSTRUM,108,108,65.9,0,0,66.7,3.7,22,ANE,LEMD,LFBO,2
Avion,2,2019,International,MADRID,TOULOUSE,IBERIA EXPRESS,28,28,17.1,0,0,0,0,,IBS,LEMD,LFBO,0
Avion,2,2019,International,MADRID,TOULOUSE,RYANAIR,28,28,17.1,0,0,33.3,7.1,28,RYR,LEMD,LFBO,3
Avion,3,2019,International,MADRID,TOULOUSE,AIR NOSTRUM,117,117,65.7,0,0,100,21.4,32,ANE,LEMD,LFBO,8
Avion,3,2019,International,MADRID,TOULOUSE,IBERIA EXPRESS,31,31,17.4,0,0,0,0,,IBS,LEMD,LFBO,0
Avion,3,2019,International,MADRID,TOULOUSE,RYANAIR,30,30,16.9,0,0,0,0,,RYR,LEMD,LFBO,1
Avion,4,2019,International,MADRID,TOULOUSE,AIR NOSTRUM,94,94,75.2,0,0,90,9.6,48,ANE,LEMD,LFBO,7
Avion,4,2019,International,MADRID,TOULOUSE,IBERIA EXPRESS,31,31,24.8,0,0,10,3.2,133,IBS,LEMD,LFBO,5
Avion,5,2019,International,MADRID,TOULOUSE,AIR NOSTRUM,101,101,77.7,0,0,100,13.9,39,ANE,LEMD,LFBO,7
Avion,5,2019,International,MADRID,TOULOUSE,IBERIA EXPRESS,30,29,22.3,1,3.3,0,0,,IBS,LEMD,LFBO,0
Avion,6,2019,International,MADRID,TOULOUSE,AIR NOSTRUM,99,99,77.3,0,0,100,16.2,47,ANE,LEMD,LFBO,10
Avion,6,2019,International,MADRID,TOULOUSE,IBERIA EXPRESS,29,29,22.7,0,0,0,0,,IBS,LEMD,LFBO,0
Avion,7,2019,International,MADRID,TOULOUSE,AIR NOSTRUM,107,107,77.5,0,0,88.2,14,44,ANE,LEMD,LFBO,8
Avion,7,2019,International,MADRID,TOULOUSE,IBERIA EXPRESS,31,31,22.5,0,0,11.8,6.5,50,IBS,LEMD,LFBO,5
Avion,8,2019,International,MADRID,TOULOUSE,AIR NOSTRUM,62,62,66.7,0,0,60,4.8,36,ANE,LEMD,LFBO,4
Avion,8,2019,International,MADRID,TOULOUSE,IBERIA EXPRESS,31,31,33.3,0,0,40,6.5,122,IBS,LEMD,LFBO,8
Avion,9,2019,International,MADRID,TOULOUSE,AIR NOSTRUM,103,103,77.4,0,0,92.9,12.6,42,ANE,LEMD,LFBO,7
Avion,9,2019,International,MADRID,TOULOUSE,IBERIA EXPRESS,30,30,22.6,0,0,7.1,3.3,27,IBS,LEMD,LFBO,1
Avion,10,2018,International,MALAGA,PARIS-CDG,AIR EUROPA,93,93,65.49,0,0,26.67,4.3,47,AEA,LEMG,LFPG,3
Avion,10,2018,International,MALAGA,PARIS-CDG,EASYJET R-U,28,28,19.72,0,0,46.67,25,47,EZY,LEMG,LFPG,13
Avion,10,2018,International,MALAGA,PARIS-CDG,TUIFLY BELGIUM,21,21,14.79,0,0,26.67,19.05,32,JAF,LEMG,LFPG,7
Avion,11,2018,International,MALAGA,PARIS-CDG,AIR EUROPA,90,90,90,0,0,75,3.3,25,AEA,LEMG,LFPG,2
Avion,11,2018,International,MALAGA,PARIS-CDG,EASYJET R-U,10,10,10,0,0,25,10,17,EZY,LEMG,LFPG,3
Avion,12,2018,International,MALAGA,PARIS-CDG,AIR EUROPA,93,93,88.6,0,0,62.5,5.4,22,AEA,LEMG,LFPG,2
Avion,12,2018,International,MALAGA,PARIS-CDG,EASYJET R-U,12,12,11.4,0,0,37.5,25,28,EZY,LEMG,LFPG,7
Avion,1,2019,International,MALAGA,PARIS-CDG,AIR EUROPA,93,93,89.4,0,0,88.2,16.1,38,AEA,LEMG,LFPG,8
Avion,1,2019,International,MALAGA,PARIS-CDG,EASYJET R-U,11,11,10.6,0,0,11.8,18.2,88,EZY,LEMG,LFPG,17
Avion,2,2019,International,MALAGA,PARIS-CDG,AIR EUROPA,84,84,88.4,0,0,70,8.3,33,AEA,LEMG,LFPG,4
Avion,2,2019,International,MALAGA,PARIS-CDG,EASYJET R-U,11,11,11.6,0,0,30,27.3,29,EZY,LEMG,LFPG,8
Avion,3,2019,International,MALAGA,PARIS-CDG,AIR EUROPA,93,93,86.9,0,0,66.7,12.9,57,AEA,LEMG,LFPG,9
Avion,3,2019,International,MALAGA,PARIS-CDG,EASYJET R-U,14,14,13.1,0,0,33.3,42.9,31,EZY,LEMG,LFPG,15
Avion,4,2019,International,MALAGA,PARIS-CDG,AIR EUROPA,90,90,70.9,0,0,40,4.4,29,AEA,LEMG,LFPG,2
Avion,4,2019,International,MALAGA,PARIS-CDG,EASYJET R-U,30,30,23.6,0,0,60,20,40,EZY,LEMG,LFPG,10
Avion,4,2019,International,MALAGA,PARIS-CDG,TUIFLY BELGIUM,7,7,5.5,0,0,0,0,,JAF,LEMG,LFPG,1
Avion,5,2019,International,MALAGA,PARIS-CDG,AIR EUROPA,93,93,67.9,0,0,41.2,7.5,33,AEA,LEMG,LFPG,4
Avion,5,2019,International,MALAGA,PARIS-CDG,EASYJET R-U,31,31,22.6,0,0,47.1,25.8,78,EZY,LEMG,LFPG,22
Avion,5,2019,International,MALAGA,PARIS-CDG,TUIFLY BELGIUM,13,13,9.5,0,0,11.8,15.4,30,JAF,LEMG,LFPG,7
Avion,6,2019,International,MALAGA,PARIS-CDG,AIR EUROPA,90,90,67.7,0,0,35.7,5.6,37,AEA,LEMG,LFPG,3
Avion,6,2019,International,MALAGA,PARIS-CDG,EASYJET,30,30,22.6,0,0,57.1,26.7,58,EZY,LEMG,LFPG,16
Avion,6,2019,International,MALAGA,PARIS-CDG,TUIFLY BELGIUM,13,13,9.8,0,0,7.1,7.7,26,JAF,LEMG,LFPG,4
Avion,7,2019,International,MALAGA,PARIS-CDG,AIR EUROPA,93,93,68.4,0,0,26.7,4.3,56,AEA,LEMG,LFPG,3
Avion,7,2019,International,MALAGA,PARIS-CDG,EASYJET,31,31,22.8,0,0,60,29,36,EZY,LEMG,LFPG,12
Avion,7,2019,International,MALAGA,PARIS-CDG,TUIFLY BELGIUM,12,12,8.8,0,0,13.3,16.7,35,JAF,LEMG,LFPG,6
Avion,8,2019,International,MALAGA,PARIS-CDG,AIR EUROPA,93,93,67.4,0,0,30.8,4.3,102,AEA,LEMG,LFPG,5
Avion,8,2019,International,MALAGA,PARIS-CDG,EASYJET,31,31,22.5,0,0,61.5,25.8,49,EZY,LEMG,LFPG,15
Avion,8,2019,International,MALAGA,PARIS-CDG,TUIFLY BELGIUM,14,14,10.1,0,0,7.7,7.1,27,JAF,LEMG,LFPG,3
Avion,9,2019,International,MALAGA,PARIS-CDG,AIR EUROPA,90,90,66.2,0,0,47.1,8.9,75,AEA,LEMG,LFPG,7
Avion,9,2019,International,MALAGA,PARIS-CDG,EASYJET,30,30,22.1,0,0,17.7,10,66,EZY,LEMG,LFPG,9
Avion,9,2019,International,MALAGA,PARIS-CDG,TUIFLY BELGIUM,12,12,8.8,0,0,11.8,16.7,23,JAF,LEMG,LFPG,6
Avion,9,2019,International,MALAGA,PARIS-CDG,VUELING AIRLINES,4,4,2.9,0,0,23.5,100,101,VLG,LEMG,LFPG,101
Avion,10,2018,International,MALAGA,PARIS-ORLY,TRANSAVIA FRANCE,44,44,53.66,0,0,15.38,9.09,52,TVF,LEMG,LFPO,6
Avion,10,2018,International,MALAGA,PARIS-ORLY,TUIFLY BELGIUM,8,8,9.76,0,0,23.08,75,35,JAF,LEMG,LFPO,28
Avion,10,2018,International,MALAGA,PARIS-ORLY,VUELING AIRLINES,30,30,36.59,0,0,61.54,53.33,59,VLG,LEMG,LFPO,33
Avion,11,2018,International,MALAGA,PARIS-ORLY,TRANSAVIA FRANCE,12,12,31.6,0,0,33.3,16.7,28,TVF,LEMG,LFPO,5
Avion,11,2018,International,MALAGA,PARIS-ORLY,VUELING AIRLINES,26,26,68.4,0,0,66.7,15.4,38,VLG,LEMG,LFPO,8
Avion,12,2018,International,MALAGA,PARIS-ORLY,TRANSAVIA FRANCE,10,10,27,0,0,16.7,10,35,TVF,LEMG,LFPO,5
Avion,12,2018,International,MALAGA,PARIS-ORLY,VUELING AIRLINES,27,27,73,0,0,83.3,18.5,31,VLG,LEMG,LFPO,8
Avion,1,2019,International,MALAGA,PARIS-ORLY,TRANSAVIA FRANCE,9,9,25,0,0,33.3,22.2,104,TVF,LEMG,LFPO,24
Avion,1,2019,International,MALAGA,PARIS-ORLY,VUELING AIRLINES,27,27,75,0,0,66.7,14.8,48,VLG,LEMG,LFPO,10
Avion,2,2019,International,MALAGA,PARIS-ORLY,TRANSAVIA FRANCE,9,9,27.3,0,0,28.6,22.2,67,TVF,LEMG,LFPO,16
Avion,2,2019,International,MALAGA,PARIS-ORLY,VUELING AIRLINES,24,24,72.7,0,0,71.4,20.8,39,VLG,LEMG,LFPO,11
Avion,3,2019,International,MALAGA,PARIS-ORLY,TRANSAVIA FRANCE,15,15,34.9,0,0,28.6,13.3,35,TVF,LEMG,LFPO,6
Avion,3,2019,International,MALAGA,PARIS-ORLY,VUELING AIRLINES,28,28,65.1,0,0,71.4,17.9,27,VLG,LEMG,LFPO,7
Avion,4,2019,International,MALAGA,PARIS-ORLY,TRANSAVIA FRANCE,49,49,47.1,0,0,58.3,14.3,46,TVF,LEMG,LFPO,9
Avion,4,2019,International,MALAGA,PARIS-ORLY,VUELING AIRLINES,55,55,52.9,0,0,41.7,9.1,28,VLG,LEMG,LFPO,4
Avion,5,2019,International,MALAGA,PARIS-ORLY,TRANSAVIA FRANCE,45,45,43.7,0,0,69.2,20,100,TVF,LEMG,LFPO,22
Avion,5,2019,International,MALAGA,PARIS-ORLY,VUELING AIRLINES,62,58,56.3,4,6.5,30.8,6.9,17,VLG,LEMG,LFPO,4
Avion,6,2019,International,MALAGA,PARIS-ORLY,TRANSAVIA FRANCE,47,47,45.2,0,0,60,31.9,46,TVF,LEMG,LFPO,17
Avion,6,2019,International,MALAGA,PARIS-ORLY,VUELING AIRLINES,58,57,54.8,1,1.7000000000000002,40,17.5,42,VLG,LEMG,LFPO,9
Avion,7,2019,International,MALAGA,PARIS-ORLY,TRANSAVIA FRANCE,52,50,45.1,2,3.9,56.3,36,50,TVF,LEMG,LFPO,21
Avion,7,2019,International,MALAGA,PARIS-ORLY,VUELING AIRLINES,61,61,55,0,0,43.8,23,39,VLG,LEMG,LFPO,11
Avion,8,2019,International,MALAGA,PARIS-ORLY,TRANSAVIA FRANCE,62,61,50,1,1.6,54.1,32.8,68,TVF,LEMG,LFPO,25
Avion,8,2019,International,MALAGA,PARIS-ORLY,VUELING AIRLINES,61,61,50,0,0,46,27.9,33,VLG,LEMG,LFPO,11
Avion,9,2019,International,MALAGA,PARIS-ORLY,TRANSAVIA FRANCE,46,46,45.1,0,0,53.3,34.8,42,TVF,LEMG,LFPO,17
Avion,9,2019,International,MALAGA,PARIS-ORLY,VUELING AIRLINES,56,56,54.9,0,0,46.7,25,36,VLG,LEMG,LFPO,12
Avion,10,2018,International,MANCHESTER,PARIS-CDG,AIR FRANCE,92,92,36.22,0,0,25.64,10.87,33,AFR,EGCC,LFPG,4
Avion,10,2018,International,MANCHESTER,PARIS-CDG,EASYJET R-U,41,41,16.14,0,0,15.38,14.63,37,EZY,EGCC,LFPG,7
Avion,10,2018,International,MANCHESTER,PARIS-CDG,FLYBE,121,121,47.64,0,0,58.97,19.01,41,BEE,EGCC,LFPG,9
Avion,11,2018,International,MANCHESTER,PARIS-CDG,AIR FRANCE,87,87,35.7,0,0,20.5,10.3,41,AFR,EGCC,LFPG,5
Avion,11,2018,International,MANCHESTER,PARIS-CDG,EASYJET R-U,49,49,20.1,0,0,36.4,32.7,34,EZY,EGCC,LFPG,13
Avion,11,2018,International,MANCHESTER,PARIS-CDG,FLYBE,110,108,44.3,2,1.8,43.2,17.6,51,BEE,EGCC,LFPG,11
Avion,12,2018,International,MANCHESTER,PARIS-CDG,AIR FRANCE,93,92,35.4,1,1.1,29.6,14.1,30,AFR,EGCC,LFPG,6
Avion,12,2018,International,MANCHESTER,PARIS-CDG,EASYJET R-U,55,55,21.2,0,0,31.8,25.5,42,EZY,EGCC,LFPG,13
Avion,12,2018,International,MANCHESTER,PARIS-CDG,FLYBE,113,113,43.5,0,0,38.6,15,35,BEE,EGCC,LFPG,8
Avion,1,2019,International,MANCHESTER,PARIS-CDG,AIR FRANCE,90,86,36.1,4,4.4,35,16.3,75,AFR,EGCC,LFPG,13
Avion,1,2019,International,MANCHESTER,PARIS-CDG,EASYJET R-U,39,39,16.4,0,0,20,20.5,51,EZY,EGCC,LFPG,13
Avion,1,2019,International,MANCHESTER,PARIS-CDG,FLYBE,116,113,47.5,3,2.6,45,15.9,33,BEE,EGCC,LFPG,7
Avion,2,2019,International,MANCHESTER,PARIS-CDG,AIR FRANCE,84,84,35.6,0,0,16.2,7.1,73,AFR,EGCC,LFPG,6
Avion,2,2019,International,MANCHESTER,PARIS-CDG,EASYJET R-U,46,46,19.5,0,0,18.9,15.2,54,EZY,EGCC,LFPG,10
Avion,2,2019,International,MANCHESTER,PARIS-CDG,FLYBE,106,106,44.9,0,0,64.9,22.6,34,BEE,EGCC,LFPG,9
Avion,3,2019,International,MANCHESTER,PARIS-CDG,AIR FRANCE,93,92,34.5,1,1.1,21.4,13,55,AFR,EGCC,LFPG,9
Avion,3,2019,International,MANCHESTER,PARIS-CDG,EASYJET R-U,61,61,22.9,0,0,21.4,19.7,43,EZY,EGCC,LFPG,10
Avion,3,2019,International,MANCHESTER,PARIS-CDG,FLYBE,114,114,42.7,0,0,57.1,28.1,37,BEE,EGCC,LFPG,13
Avion,4,2019,International,MANCHESTER,PARIS-CDG,AIR FRANCE,88,88,36.8,0,0,20,11.4,26,AFR,EGCC,LFPG,5
